Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,voivodeship,parish_id
Ręczno,Ręczno,Zgony,1769,1945,łódzkie,2358
Rossoszyca,Rossoszyca,Chrzty,1808,1919,łódzkie,4873
Rossoszyca,Rossoszyca,Śluby,1809,1919,łódzkie,4372
Rossoszyca,Rossoszyca,Zgony,1808,1919,łódzkie,4874
Rozprza,Rozprza,Chrzty,1686,1925,łódzkie,2454
Rozprza,Rozprza,Śluby,1660,1945,łódzkie,2513
Rozprza,Rozprza,Zgony,1729,1945,łódzkie,2790
Rozprza (mojż.),Rozprza (mojż.),Zgony,1843,1928,łódzkie,11560
Ruda,Ruda,Chrzty,1781,1924,łódzkie,3694
Ruda,Ruda,Śluby,1781,1924,łódzkie,3539
Ruda,Ruda,Zgony,1781,1924,łódzkie,3585
Rudlice,Rudlice,Chrzty,1733,1919,łódzkie,7522
Rudlice,Rudlice,Śluby,1738,1935,łódzkie,2054
Rudlice,Rudlice,Zgony,1734,1940,łódzkie,7523
Rusiec,Rusiec,Chrzty,1808,1921,łódzkie,2558
Rusiec,Rusiec,Śluby,1808,1921,łódzkie,2559
Rusiec,Rusiec,Zgony,1808,1921,łódzkie,2560
Rychłocice,Rychłocice,Chrzty,1865,1924,łódzkie,5631
Rychłocice,Rychłocice,Śluby,1865,1924,łódzkie,5632
Rychłocice,Rychłocice,Zgony,1865,1924,łódzkie,5633
Rząśnia,Rząśnia,Chrzty,1737,1924,łódzkie,275
Rząśnia,Rząśnia,Śluby,1737,1931,łódzkie,94
Rząśnia,Rząśnia,Zgony,1737,1940,łódzkie,2429
Rzeczyca,Rzeczyca,Chrzty,1808,1847,łódzkie,7566
Rzeczyca,Rzeczyca,Śluby,1808,1846,łódzkie,7616
Rzeczyca,Rzeczyca,Zgony,1808,1847,łódzkie,7658
Rzejowice,Rzejowice,Chrzty,1781,1923,łódzkie,2673
Rzejowice,Rzejowice,Śluby,1663,1944,łódzkie,4493
Rzejowice,Rzejowice,Zgony,1689,1944,łódzkie,5186
Rzgów,Rzgów,Chrzty,1651,1924,łódzkie,2816
Rzgów,Rzgów,Śluby,1644,1940,łódzkie,2817
Rzgów,Rzgów,Zgony,1731,1940,łódzkie,2827
Sadkowice,Sadkowice,Chrzty,1802,1925,łódzkie,4721
Sadkowice,Sadkowice,Śluby,1803,1945,łódzkie,4722
Sadkowice,Sadkowice,Zgony,1803,1941,łódzkie,4723
Sędziejowice,Sędziejowice,Chrzty,1662,1920,łódzkie,3400
Sędziejowice,Sędziejowice,Śluby,1715,1920,łódzkie,3401
Sędziejowice,Sędziejowice,Zgony,1728,1920,łódzkie,3402
Siedlątków,Siedlątków,Chrzty,1805,1824,łódzkie,11145
Siedlątków,Siedlątków,Śluby,1809,1824,łódzkie,11146
Siedlątków,Siedlątków,Zgony,1808,1824,łódzkie,11147
Siedlec,Siedlec,Chrzty,1750,1923,łódzkie,3469
Siedlec,Siedlec,Śluby,1750,1940,łódzkie,3508
Siedlec,Siedlec,Zgony,1750,1939,łódzkie,3509
Siemkowice,Siemkowice,Chrzty,1818,1920,łódzkie,2996
Siemkowice,Siemkowice,Śluby,1818,1935,łódzkie,2997
Siemkowice,Siemkowice,Zgony,1818,1940,łódzkie,2998
Sieradz,Sieradz,Chrzty,1601,1918,łódzkie,3158
Sieradz,Sieradz,Śluby,1757,1918,łódzkie,2298
Sieradz,Sieradz,Zgony,1808,1918,łódzkie,3159
Sieradz-Męka,Sieradz-Męka,Chrzty,1808,1921,łódzkie,2759
Sieradz-Męka,Sieradz-Męka,Śluby,1808,1921,łódzkie,2760
Sieradz-Męka,Sieradz-Męka,Zgony,1808,1921,łódzkie,2761
Sieradz-Męka USC,Sieradz-Męka USC,Zgony,1943,1943,łódzkie,17246
Sierzchowy,Sierzchowy,Chrzty,1748,1902,łódzkie,443
Sierzchowy,Sierzchowy,Śluby,1808,1902,łódzkie,444
Sierzchowy,Sierzchowy,Zgony,1808,1902,łódzkie,445
Skierniewice,Skierniewice,Chrzty,1640,1919,łódzkie,1289
Skierniewice,Skierniewice,Śluby,1793,1943,łódzkie,1290
Skierniewice,Skierniewice,Zgony,1806,1943,łódzkie,110
Skierniewice (mojż.),Skierniewice (mojż.),Chrzty,1826,1866,łódzkie,10506
Skierniewice (mojż.),Skierniewice (mojż.),Śluby,1826,1866,łódzkie,10507
Skierniewice (mojż.),Skierniewice (mojż.),Zgony,1826,1866,łódzkie,10508
Skierniewice wojsk. (aneksy),Skierniewice wojsk. (aneksy),Śluby,1926,1937,łódzkie,9853
Skomlin,Skomlin,Chrzty,1793,1921,łódzkie,4282
Skomlin,Skomlin,Śluby,1798,1927,łódzkie,4283
Skomlin,Skomlin,Zgony,1798,1940,łódzkie,4284
Skoszewy,Skoszewy,Chrzty,1808,1922,łódzkie,1691
Skoszewy,Skoszewy,Śluby,1783,1922,łódzkie,159
Skoszewy,Skoszewy,Zgony,1808,1922,łódzkie,1692
Skoszewy (mariawici),Skoszewy (mariawici),Chrzty,1910,1914,łódzkie,3111
Skoszewy (mariawici),Skoszewy (mariawici),Śluby,1910,1914,łódzkie,3112
Skoszewy (mariawici),Skoszewy (mariawici),Zgony,1910,1914,łódzkie,3113
Skotniki pow. piotrkowski,Skotniki pow. piotrkowski,Chrzty,1810,1923,łódzkie,1007
Skotniki pow. piotrkowski,Skotniki pow. piotrkowski,Śluby,1798,1943,łódzkie,3860
Skotniki pow. piotrkowski,Skotniki pow. piotrkowski,Zgony,1811,1945,łódzkie,3861
Skórkowice,Skórkowice,Chrzty,1810,1925,łódzkie,8556
Skórkowice,Skórkowice,Śluby,1810,1945,łódzkie,214
Skórkowice,Skórkowice,Zgony,1810,1945,łódzkie,8557
Sławno,Sławno,Chrzty,1781,1923,łódzkie,6092
Sławno,Sławno,Śluby,1781,1934,łódzkie,4503
Sławno,Sławno,Zgony,1810,1947,łódzkie,7198
Słupia,Słupia,Chrzty,1808,1917,łódzkie,3774
Słupia,Słupia,Śluby,1809,1916,łódzkie,3775
Słupia,Słupia,Zgony,1808,1924,łódzkie,3776
Smardzewice,Smardzewice,Śluby,1920,1920,łódzkie,8971
Smardzewice,Smardzewice,Zgony,1939,1939,łódzkie,9004
Sobota,Sobota,Chrzty,1708,1924,łódzkie,742
Sobota,Sobota,Śluby,1776,1941,łódzkie,702
Sobota,Sobota,Zgony,1777,1941,łódzkie,780
Sobota (mojż.),Sobota (mojż.),Chrzty,1826,1830,łódzkie,14020
Sobótka,Sobótka,Chrzty,1809,1924,łódzkie,4508
Sobótka,Sobótka,Śluby,1809,1935,łódzkie,4509
Sobótka,Sobótka,Zgony,1809,1925,łódzkie,4510
Sobótka (aneksy),Sobótka (aneksy),Śluby,1814,1933,łódzkie,4878
Sokolniki pow. wieruszowski,Sokolniki pow. wieruszowski,Chrzty,1761,1921,łódzkie,3347
Sokolniki pow. wieruszowski,Sokolniki pow. wieruszowski,Śluby,1779,1921,łódzkie,3348
Sokolniki pow. wieruszowski,Sokolniki pow. wieruszowski,Zgony,1780,1921,łódzkie,3349
Solca Wielka,Solca Wielka,Chrzty,1757,1910,łódzkie,4416
Solca Wielka,Solca Wielka,Śluby,1754,1910,łódzkie,4381
Solca Wielka,Solca Wielka,Zgony,1757,1880,łódzkie,5181
Sołek,Sołek,Chrzty,1798,1922,łódzkie,4465
Sołek,Sołek,Śluby,1798,1923,łódzkie,4268
Sołek,Sołek,Zgony,1798,1947,łódzkie,4161
Sołek-Śleszyn,Sołek-Śleszyn,Chrzty,1799,1923,łódzkie,388
Sołek-Śleszyn,Sołek-Śleszyn,Śluby,1810,1940,łódzkie,390
Sołek-Śleszyn,Sołek-Śleszyn,Zgony,1810,1940,łódzkie,389
Spicimierz,Spicimierz,Chrzty,1867,1922,łódzkie,5777
Spicimierz,Spicimierz,Śluby,1867,1922,łódzkie,5778
Spicimierz,Spicimierz,Zgony,1916,1922,łódzkie,5779
Srock,Srock,Chrzty,1694,1924,łódzkie,3369
Srock,Srock,Śluby,1694,1924,łódzkie,3370
Srock,Srock,Zgony,1768,1924,łódzkie,1097
Stara Rawa,Stara Rawa,Chrzty,1808,1924,łódzkie,2537
Stara Rawa,Stara Rawa,Śluby,1808,1924,łódzkie,2538
Stara Rawa,Stara Rawa,Zgony,1808,1924,łódzkie,2539
Stara Rawa (aneksy),Stara Rawa (aneksy),Śluby,1844,1877,łódzkie,8102
Stary Waliszew,Stary Waliszew,Chrzty,1705,1925,łódzkie,1792
Stary Waliszew,Stary Waliszew,Śluby,1705,1946,łódzkie,2171
Stary Waliszew,Stary Waliszew,Zgony,1808,1945,łódzkie,2172
Stary Waliszew (zapowiedzi),Stary Waliszew (zapowiedzi),Śluby,1800,1805,łódzkie,4958
Stolec,Stolec,Chrzty,1808,1923,łódzkie,6211
Stolec,Stolec,Śluby,1808,1923,łódzkie,3559
Stolec,Stolec,Zgony,1808,1923,łódzkie,6212
Strońsko,Strońsko,Chrzty,1637,1916,łódzkie,4358
Strońsko,Strońsko,Śluby,1638,1929,łódzkie,4359
Strońsko,Strońsko,Zgony,1703,1929,łódzkie,4360
Stróża,Stróża,Chrzty,1703,1867,łódzkie,5852
Stróża,Stróża,Śluby,1700,1867,łódzkie,5853
Stróża,Stróża,Zgony,1716,1867,łódzkie,5854
Stryków,Stryków,Chrzty,1808,1918,łódzkie,1845
Stryków,Stryków,Śluby,1808,1918,łódzkie,1846
Stryków,Stryków,Zgony,1808,1918,łódzkie,1847
Strzegocin,Strzegocin,Chrzty,1669,1925,łódzkie,2195
Strzegocin,Strzegocin,Śluby,1669,1940,łódzkie,1268
Strzegocin,Strzegocin,Zgony,1669,1939,łódzkie,2196
Strzelce,Strzelce,Chrzty,1797,1925,łódzkie,2146
Strzelce,Strzelce,Śluby,1797,1943,łódzkie,2147
Strzelce,Strzelce,Zgony,1797,1945,łódzkie,2148
Strzelce Małe,Strzelce Małe,Śluby,1940,1945,łódzkie,10145
Strzelce Małe,Strzelce Małe,Zgony,1939,1945,łódzkie,8759
Studzianna-Brudzewice,Studzianna-Brudzewice,Chrzty,1763,1922,łódzkie,5446
Studzianna-Brudzewice,Studzianna-Brudzewice,Śluby,1864,1868,łódzkie,5447
Studzianna-Brudzewice,Studzianna-Brudzewice,Zgony,1810,1922,łódzkie,6434
Suchcice,Suchcice,Chrzty,1808,1924,łódzkie,5987
Suchcice,Suchcice,Śluby,1809,1924,łódzkie,5988
Suchcice,Suchcice,Zgony,1809,1924,łódzkie,5989
Sulejów,Sulejów,Chrzty,1808,1921,łódzkie,6078
Sulejów,Sulejów,Śluby,1808,1921,łódzkie,834
Sulejów,Sulejów,Zgony,1808,1921,łódzkie,6079
Sulejów (mojż.),Sulejów (mojż.),Chrzty,1826,1908,łódzkie,10464
Sulejów (mojż.),Sulejów (mojż.),Śluby,1826,1908,łódzkie,10467
Sulejów (mojż.),Sulejów (mojż.),Zgony,1826,1908,łódzkie,10465
Sulejów-Podklasztorze,Sulejów-Podklasztorze,Chrzty,1798,1905,łódzkie,6080
Sulejów-Podklasztorze,Sulejów-Podklasztorze,Śluby,1810,1820,łódzkie,6081
Sulejów-Podklasztorze,Sulejów-Podklasztorze,Zgony,1798,1947,łódzkie,6082
Sulmierzyce (mojż.) (pow. pajęczański),Sulmierzyce (mojż.) (pow. pajęczański),Chrzty,1873,1888,łódzkie,13643
Sulmierzyce (mojż.) (pow. pajęczański),Sulmierzyce (mojż.) (pow. pajęczański),Śluby,1873,1888,łódzkie,13644
Sulmierzyce (mojż.) (pow. pajęczański),Sulmierzyce (mojż.) (pow. pajęczański),Zgony,1873,1888,łódzkie,13645
Sulmierzyce (pow. pajęczański),Sulmierzyce (pow. pajęczański),Chrzty,1769,1922,łódzkie,2568
Sulmierzyce (pow. pajęczański),Sulmierzyce (pow. pajęczański),Śluby,1770,1922,łódzkie,245
Sulmierzyce (pow. pajęczański),Sulmierzyce (pow. pajęczański),Zgony,1770,1934,łódzkie,2569
Szadek,Szadek,Chrzty,1808,1923,łódzkie,1507
Szadek,Szadek,Śluby,1809,1923,łódzkie,1508
Szadek,Szadek,Zgony,1808,1923,łódzkie,1509
Szczawin,Szczawin,Chrzty,1808,1917,łódzkie,1430
Szczawin,Szczawin,Śluby,1808,1929,łódzkie,1431
Szczawin,Szczawin,Zgony,1808,1927,łódzkie,1432
Szczerców,Szczerców,Chrzty,1808,1924,łódzkie,1518
Szczerców,Szczerców,Śluby,1808,1924,łódzkie,1519
Szczerców,Szczerców,Zgony,1808,1924,łódzkie,1520
Szczerców (mojż.),Szczerców (mojż.),Chrzty,1826,1904,łódzkie,10477
Szczerców (mojż.),Szczerców (mojż.),Śluby,1875,1904,łódzkie,14486
Szczerców (mojż.),Szczerców (mojż.),Zgony,1826,1904,łódzkie,10491
Szydłów (bapt.),Szydłów (bapt.),Chrzty,1874,1877,łódzkie,8590
Szydłów (bapt.),Szydłów (bapt.),Śluby,1874,1876,łódzkie,8591
Świnice Warckie,Świnice Warckie,Chrzty,1856,1922,łódzkie,3766
Świnice Warckie,Świnice Warckie,Śluby,1856,1922,łódzkie,3767
Świnice Warckie,Świnice Warckie,Zgony,1856,1922,łódzkie,3768
Tomaszów Mazowiecki (ewang.),Tomaszów Mazowiecki (ewang.),Chrzty,1833,1862,łódzkie,3327
Tomaszów Mazowiecki (ewang.),Tomaszów Mazowiecki (ewang.),Śluby,1833,1864,łódzkie,2576
Tomaszów Mazowiecki (ewang.),Tomaszów Mazowiecki (ewang.),Zgony,1833,1862,łódzkie,2417
Tomaszów Mazowiecki (mojż.),Tomaszów Mazowiecki (mojż.),Chrzty,1830,1864,łódzkie,12174
Tomaszów Mazowiecki (prawosł.),Tomaszów Mazowiecki (prawosł.),Zgony,1918,1920,łódzkie,10844
Tomaszów Mazowiecki NSJ,Tomaszów Mazowiecki NSJ,Śluby,1929,1943,łódzkie,14802
Tomaszów Mazowiecki NSJ,Tomaszów Mazowiecki NSJ,Zgony,1929,1944,łódzkie,14803
Tomaszów Mazowiecki św. Antoni Padewski,Tomaszów Mazowiecki św. Antoni Padewski,Chrzty,1826,1923,łódzkie,1626
Tomaszów Mazowiecki św. Antoni Padewski,Tomaszów Mazowiecki św. Antoni Padewski,Śluby,1826,1943,łódzkie,1627
Tomaszów Mazowiecki św. Antoni Padewski,Tomaszów Mazowiecki św. Antoni Padewski,Zgony,1826,1944,łódzkie,1628
Tomaszów Mazowiecki-Białobrzegi,Tomaszów Mazowiecki-Białobrzegi,Chrzty,1810,1918,łódzkie,10312
Tomaszów Mazowiecki-Białobrzegi,Tomaszów Mazowiecki-Białobrzegi,Śluby,1810,1918,łódzkie,10313
Tomaszów Mazowiecki-Białobrzegi,Tomaszów Mazowiecki-Białobrzegi,Zgony,1810,1946,łódzkie,5969
Tomaszów Mazowiecki-Tobiasze,Tomaszów Mazowiecki-Tobiasze,Chrzty,1808,1825,łódzkie,4598
Tomaszów Mazowiecki-Tobiasze,Tomaszów Mazowiecki-Tobiasze,Śluby,1809,1825,łódzkie,4599
Tomaszów Mazowiecki-Tobiasze,Tomaszów Mazowiecki-Tobiasze,Zgony,1808,1825,łódzkie,4600
Topola Królewska,Topola Królewska,Chrzty,1641,1923,łódzkie,2966
Topola Królewska,Topola Królewska,Śluby,1728,1923,łódzkie,2967
Topola Królewska,Topola Królewska,Zgony,1733,1923,łódzkie,2968
Topola Królewska (aneksy),Topola Królewska (aneksy),Śluby,1811,1939,łódzkie,4817
Topola Królewska (zapowiedzi),Topola Królewska (zapowiedzi),Śluby,1826,1891,łódzkie,2936
Tubądzin,Tubądzin,Chrzty,1860,1919,łódzkie,4118
Tubądzin,Tubądzin,Śluby,1800,1919,łódzkie,1326
Tubądzin,Tubądzin,Zgony,1860,1919,łódzkie,14202
Tum,Tum,Chrzty,1734,1924,łódzkie,3871
Tum,Tum,Śluby,1736,1939,łódzkie,3995
Tum,Tum,Zgony,1736,1939,łódzkie,3996
Tur,Tur,Chrzty,1790,1916,łódzkie,2355
Tur,Tur,Śluby,1789,1916,łódzkie,5258
Tur,Tur,Zgony,1790,1916,łódzkie,5259
Tuszyn,Tuszyn,Chrzty,1585,1921,łódzkie,4230
Tuszyn,Tuszyn,Śluby,1591,1921,łódzkie,4231
Tuszyn,Tuszyn,Zgony,1688,1921,łódzkie,4232
Tuszyn (mojż.),Tuszyn (mojż.),Chrzty,1866,1869,łódzkie,10525
Tuszyn (mojż.),Tuszyn (mojż.),Śluby,1866,1869,łódzkie,10526
Tuszyn (mojż.),Tuszyn (mojż.),Zgony,1866,1935,łódzkie,10527
Ujazd,Ujazd,Chrzty,1778,1895,łódzkie,2868
Ujazd,Ujazd,Śluby,1777,1900,łódzkie,2869
Ujazd,Ujazd,Zgony,1777,1910,łódzkie,2870
Ujazd (mojż.),Ujazd (mojż.),Chrzty,1858,1870,łódzkie,10468
Ujazd (mojż.),Ujazd (mojż.),Śluby,1826,1870,łódzkie,10476
Ujazd (mojż.),Ujazd (mojż.),Zgony,1826,1870,łódzkie,10469
Uniejów,Uniejów,Chrzty,1806,1871,łódzkie,3790
Uniejów,Uniejów,Śluby,1808,1916,łódzkie,2185
Uniejów,Uniejów,Zgony,1808,1916,łódzkie,3791
Uników,Uników,Chrzty,1721,1923,łódzkie,3483
Uników,Uników,Śluby,1725,1923,łódzkie,3484
Uników,Uników,Zgony,1725,1923,łódzkie,3485
Walichnowy,Walichnowy,Chrzty,1767,1921,łódzkie,4344
Walichnowy,Walichnowy,Śluby,1768,1921,łódzkie,4345
Walichnowy,Walichnowy,Zgony,1767,1921,łódzkie,4346
Warta,Warta,Chrzty,1808,1919,łódzkie,2887
Warta,Warta,Śluby,1808,1919,łódzkie,3325
Warta,Warta,Zgony,1808,1919,łódzkie,3326
Wartkowice,Wartkowice,Chrzty,1808,1917,łódzkie,4269
Wartkowice,Wartkowice,Śluby,1808,1917,łódzkie,4277
Wartkowice,Wartkowice,Zgony,1808,1917,łódzkie,4270
Wągłczew,Wągłczew,Chrzty,1860,1913,łódzkie,10223
Wągłczew,Wągłczew,Śluby,1820,1913,łódzkie,4414
Wągłczew,Wągłczew,Zgony,1860,1913,łódzkie,10224
Widawa,Widawa,Chrzty,1808,1917,łódzkie,3106
Widawa,Widawa,Śluby,1808,1917,łódzkie,3107
Widawa,Widawa,Zgony,1808,1917,łódzkie,1498
Wielenin,Wielenin,Chrzty,1817,1879,łódzkie,4101
Wielenin,Wielenin,Śluby,1817,1879,łódzkie,2187
Wielenin,Wielenin,Zgony,1817,1879,łódzkie,4103
Wielgomłyny,Wielgomłyny,Chrzty,1616,1924,łódzkie,4466
Wielgomłyny,Wielgomłyny,Śluby,1616,1944,łódzkie,4467
Wielgomłyny,Wielgomłyny,Zgony,1716,1944,łódzkie,5053
Wielka Wola-Paradyż,Wielka Wola-Paradyż,Chrzty,1896,1920,łódzkie,11720
Wielka Wola-Paradyż,Wielka Wola-Paradyż,Śluby,1896,1919,łódzkie,11721
Wielka Wola-Paradyż,Wielka Wola-Paradyż,Zgony,1896,1941,łódzkie,11722
Wieluń,Wieluń,Chrzty,1616,1922,łódzkie,2191
Wieluń,Wieluń,Śluby,1600,1922,łódzkie,5811
Wieluń,Wieluń,Zgony,1734,1922,łódzkie,5826
Wieluń (ewang.),Wieluń (ewang.),Chrzty,1825,1924,łódzkie,5604
Wieluń (ewang.),Wieluń (ewang.),Śluby,1825,1924,łódzkie,4687
Wieluń (ewang.),Wieluń (ewang.),Zgony,1825,1924,łódzkie,5112
Wieluń-Marianów (ewang.),Wieluń-Marianów (ewang.),Chrzty,1868,1909,łódzkie,12090
Wieluń-Marianów (ewang.),Wieluń-Marianów (ewang.),Zgony,1869,1911,łódzkie,12983
Wieruszów,Wieruszów,Chrzty,1820,1920,łódzkie,2908
Wieruszów,Wieruszów,Śluby,1820,1920,łódzkie,3047
Wieruszów,Wieruszów,Zgony,1815,1920,łódzkie,2909
Wierzchlas,Wierzchlas,Chrzty,1808,1924,łódzkie,2571
Wierzchlas,Wierzchlas,Śluby,1808,1924,łódzkie,2724
Wierzchlas,Wierzchlas,Zgony,1808,1924,łódzkie,2572
Wierzchy,Wierzchy,Chrzty,1865,1921,łódzkie,7617
Wierzchy,Wierzchy,Śluby,1809,1921,łódzkie,7618
Wierzchy,Wierzchy,Zgony,1865,1921,łódzkie,7619
Wiewiec,Wiewiec,Chrzty,1817,1923,łódzkie,1843
Wiewiec,Wiewiec,Śluby,1817,1940,łódzkie,1820
Wiewiec,Wiewiec,Zgony,1817,1940,łódzkie,4820
Wilamów,Wilamów,Chrzty,1761,1845,łódzkie,7418
Wilamów,Wilamów,Śluby,1770,1875,łódzkie,1737
Wilamów,Wilamów,Zgony,1819,1825,łódzkie,12071
Witonia,Witonia,Chrzty,1781,1916,łódzkie,1618
Witonia,Witonia,Śluby,1762,1942,łódzkie,2531
Witonia,Witonia,Zgony,1762,1941,łódzkie,2532
Witów,Witów,Chrzty,1647,1887,łódzkie,2521
Witów,Witów,Śluby,1657,1887,łódzkie,2522
Witów,Witów,Zgony,1762,1924,łódzkie,1674
Wojków,Wojków,Chrzty,1808,1917,łódzkie,4333
Wojków,Wojków,Śluby,1808,1917,łódzkie,2179
Wojków,Wojków,Zgony,1808,1917,łódzkie,2783
Wola Grzymalina,Wola Grzymalina,Chrzty,1861,1870,łódzkie,15752
Wola Grzymalina,Wola Grzymalina,Śluby,1813,1850,łódzkie,15753
Wola Grzymalina,Wola Grzymalina,Zgony,1812,1850,łódzkie,15754
Wola Grzymalina-Łękińsko,Wola Grzymalina-Łękińsko,Chrzty,1805,1870,łódzkie,2691
Wola Grzymalina-Łękińsko,Wola Grzymalina-Łękińsko,Śluby,1813,1870,łódzkie,2692
Wola Grzymalina-Łękińsko,Wola Grzymalina-Łękińsko,Zgony,1812,1870,łódzkie,2693
Wola Pierowa,Wola Pierowa,Śluby,1930,1939,łódzkie,14347
Wola Pierowa,Wola Pierowa,Zgony,1930,1939,łódzkie,14348
Wola Wiązowa,Wola Wiązowa,Chrzty,1814,1921,łódzkie,4242
Wola Wiązowa,Wola Wiązowa,Śluby,1814,1921,łódzkie,8475
Wola Wiązowa,Wola Wiązowa,Zgony,1814,1921,łódzkie,8476
Wolbórz,Wolbórz,Chrzty,1755,1920,łódzkie,1512
Wolbórz,Wolbórz,Śluby,1755,1941,łódzkie,1544
Wolbórz,Wolbórz,Zgony,1799,1937,łódzkie,1513
Wójcin pow. opoczyński,Wójcin pow. opoczyński,Chrzty,1810,1920,łódzkie,4515
Wójcin pow. opoczyński,Wójcin pow. opoczyński,Śluby,1810,1940,łódzkie,4516
Wójcin pow. opoczyński,Wójcin pow. opoczyński,Zgony,1810,1948,łódzkie,4517
Wójcin pow. wieruszowski,Wójcin pow. wieruszowski,Śluby,1808,1872,łódzkie,4639
Wólka Jeruzalska (mariawici),Wólka Jeruzalska (mariawici),Chrzty,1906,1912,łódzkie,7056
Wólka Jeruzalska (mariawici),Wólka Jeruzalska (mariawici),Śluby,1906,1933,łódzkie,7057
Wólka Jeruzalska (mariawici),Wólka Jeruzalska (mariawici),Zgony,1906,1933,łódzkie,7058
Wróblew,Wróblew,Chrzty,1808,1913,łódzkie,4915
Wróblew,Wróblew,Śluby,1808,1913,łódzkie,4415
Wróblew,Wróblew,Zgony,1808,1913,łódzkie,4768
Wydrzyn,Wydrzyn,Chrzty,1769,1812,łódzkie,5659
Wydrzyn,Wydrzyn,Śluby,1784,1868,łódzkie,5660
Wydrzyn,Wydrzyn,Zgony,1808,1846,łódzkie,5676
Wygiełzów,Wygiełzów,Chrzty,1808,1921,łódzkie,1601
Wygiełzów,Wygiełzów,Śluby,1808,1921,łódzkie,4770
Wygiełzów,Wygiełzów,Zgony,1808,1921,łódzkie,4771
Wysokienice,Wysokienice,Chrzty,1726,1904,łódzkie,3421
Wysokienice,Wysokienice,Śluby,1727,1904,łódzkie,3443
Wysokienice,Wysokienice,Zgony,1751,1904,łódzkie,4967
Wyszanów,Wyszanów,Chrzty,1818,1874,łódzkie,2804
Wyszanów,Wyszanów,Śluby,1818,1874,łódzkie,2805
Wyszanów,Wyszanów,Zgony,1818,1874,łódzkie,2806
Zadzim,Zadzim,Chrzty,1577,1921,łódzkie,3913
Zadzim,Zadzim,Śluby,1596,1921,łódzkie,2132
Zadzim,Zadzim,Zgony,1728,1921,łódzkie,3914
Zduny,Zduny,Chrzty,1667,1925,łódzkie,4468
Zduny,Zduny,Śluby,1683,1945,łódzkie,4469
Zduny,Zduny,Zgony,1752,1945,łódzkie,4470
Zduńska Wola,Zduńska Wola,Chrzty,1767,1921,łódzkie,2780
Zduńska Wola,Zduńska Wola,Śluby,1768,1940,łódzkie,2781
Zduńska Wola,Zduńska Wola,Zgony,1767,1940,łódzkie,2782
Zduńska Wola (bapt.),Zduńska Wola (bapt.),Chrzty,1913,1920,łódzkie,6272
Zduńska Wola (bapt.),Zduńska Wola (bapt.),Śluby,1913,1920,łódzkie,6273
Zduńska Wola (bapt.),Zduńska Wola (bapt.),Zgony,1913,1920,łódzkie,6274
Zduńska Wola (ewang.),Zduńska Wola (ewang.),Chrzty,1831,1921,łódzkie,4162
Zduńska Wola (ewang.),Zduńska Wola (ewang.),Śluby,1831,1921,łódzkie,4164
Zduńska Wola (ewang.),Zduńska Wola (ewang.),Zgony,1831,1921,łódzkie,4163
Zelów (ewang.-ref.),Zelów (ewang.-ref.),Chrzty,1826,1888,łódzkie,7716
Zelów (ewang.-ref.),Zelów (ewang.-ref.),Śluby,1826,1940,łódzkie,2990
Zelów (ewang.-ref.),Zelów (ewang.-ref.),Zgony,1826,1888,łódzkie,7767
Zgierz,Zgierz,Chrzty,1708,1920,łódzkie,1962
Zgierz,Zgierz,Śluby,1708,1920,łódzkie,1963
Zgierz,Zgierz,Zgony,1724,1940,łódzkie,1964
Zgierz (bapt.),Zgierz (bapt.),Chrzty,1916,1919,łódzkie,16012
Zgierz (bapt.),Zgierz (bapt.),Śluby,1914,1919,łódzkie,16013
Zgierz (bapt.),Zgierz (bapt.),Zgony,1916,1919,łódzkie,16014
Zgierz (ewang.),Zgierz (ewang.),Chrzty,1828,1919,łódzkie,4589
Zgierz (ewang.),Zgierz (ewang.),Śluby,1828,1919,łódzkie,4597
Zgierz (ewang.),Zgierz (ewang.),Zgony,1828,1919,łódzkie,4615
Zgierz (mariawici),Zgierz (mariawici),Śluby,1916,1935,łódzkie,9089
Zgierz (mariawici),Zgierz (mariawici),Zgony,1916,1921,łódzkie,9101
Zgierz USC,Zgierz USC,Zgony,1941,1944,łódzkie,17288
